dataset,image_id,image_ordinal,question_id,question_ordinal,question_type,method,method_key,budget,question,gold,prediction,score,first_token_id,generated_tokens,suffix_ids_sha256,physical_layout,core_ttft_ms,end_to_end_ttft_ms,decode_ms,model_e2e_ms,e2e_ms,ssd_read_ms,ssd_read_bytes,ssd_read_preads,ssd_read_chunk_units,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,selector_ms,scatter_ms,prefill_ms,n_chunks_selected,n_chunks_total,actual_selected_normal_chunk_fraction,actual_total_ssd_byte_ratio,selected_kv_ratio,full_visual_kv_bytes,importance_mass_coverage,static_score_calls,query_score_calls,diversity_calls,vision_forward_count,order_position,order,cache_conditioning_outside_timer,cache_conditioning_end,request_start,store_id,layout_id,artifact_path,artifact_sha256,selected_chunk_ids_per_layer
vqav2,393274,26,393274002,1,yes/no,Prefix45,prefix45,0.45,Is this train at the station?,"[""yes"",""yes"",""yes"",""yes"",""yes"",""no"",""yes"",""yes"",""yes"",""yes""]",Yes,1.0,3869,2,2167a6debcf7c811a533d4c15f02c8beb9a4a8e972e6b99e14a8b42c8874dd2c,visionzip_image_only,431.8805050570518,432.20740102697164,19.651248934678733,451.85864996165037,452.04291900154203,226.7500146990642,520093696,65,960,503316480,16777216,64,1,0.3541551996022463,81.88537135720253,62.080063042230904,15.0,34,0.4411764705882353,0.4626865671641791,0.4626865671641791,1124073472,0.876975722879051,0,0,0,0,0,"[""prefix45"",""recompute"",""fullload"",""prefix25""]",True,968534.469738422,968534.469763512,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,"[[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]]"
vqav2,393274,26,393274003,2,object,ReComp,recompute,,What is cast?,"[""shadows"",""human"",""shadow"",""sun"",""train"",""line"",""train"",""shadow"",""sky"",""shadow""]",Shadow,1.0,1383,3,721e1edcb7760ec7fda3e82e50720b5c9332624c26afb229ddeaf8ea2c1082cb,not_applicable_recompute,476.77639208268374,491.0879550734535,37.424499983899295,528.5124550573528,528.5909420344979,0.0,0,0,0,0,0,0,0,0.0,,476.7763140844181,,,,,,1124073472,,0,0,0,1,0,"[""recompute"",""fullload"",""prefix25"",""prefix45""]",True,,968536.514236294,,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,
vqav2,393274,26,393274003,2,object,FullLoad,fullload,1.0,What is cast?,"[""shadows"",""human"",""shadow"",""sun"",""train"",""line"",""train"",""shadow"",""sky"",""shadow""]",Shadow,1.0,1383,3,721e1edcb7760ec7fda3e82e50720b5c9332624c26afb229ddeaf8ea2c1082cb,visionzip_image_only,714.680872973986,714.9466020055115,79.72754805814475,794.6741500636563,794.7991690598428,438.1719316588715,1124073472,64,2176,1124073472,0,64,0,0.0,219.28292547818273,709.9573799641803,,,1.0,1.0,1.0,1124073472,,0,0,0,0,1,"[""recompute"",""fullload"",""prefix25"",""prefix45""]",True,968537.054739154,968537.054763914,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,
vqav2,393274,26,393274003,2,object,Prefix25,prefix25,0.25,What is cast?,"[""shadows"",""human"",""shadow"",""sun"",""train"",""line"",""train"",""shadow"",""sky"",""shadow""]",Cast,0.0,4834,2,721e1edcb7760ec7fda3e82e50720b5c9332624c26afb229ddeaf8ea2c1082cb,visionzip_image_only,284.45586806628853,286.4132539834827,20.004888996481895,306.4181429799646,306.59240193199366,147.935900837183,285212672,65,512,268435456,16777216,64,1,0.22847158834338188,51.51901871431619,51.90662504173815,8.0,34,0.23529411764705882,0.2537313432835821,0.2537313432835821,1124073472,0.7174437440526534,0,0,0,0,2,"[""recompute"",""fullload"",""prefix25"",""prefix45""]",True,968537.889876962,968537.889906223,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,"[[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7]]"
vqav2,393274,26,393274003,2,object,Prefix45,prefix45,0.45,What is cast?,"[""shadows"",""human"",""shadow"",""sun"",""train"",""line"",""train"",""shadow"",""sky"",""shadow""]",Shadow,1.0,1383,3,721e1edcb7760ec7fda3e82e50720b5c9332624c26afb229ddeaf8ea2c1082cb,visionzip_image_only,439.735152060166,440.00162300653756,38.60236599575728,478.60398900229484,478.7718729348853,256.29305478651077,520093696,65,960,503316480,16777216,64,1,0.34187117125838995,79.45243048015982,47.878429060801864,15.0,34,0.4411764705882353,0.4626865671641791,0.4626865671641791,1124073472,0.876975722879051,0,0,0,0,3,"[""recompute"",""fullload"",""prefix25"",""prefix45""]",True,968538.217270784,968538.217291233,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,"[[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]]"
vqav2,393274,26,393274004,3,object,ReComp,recompute,,What is the background metal structure?,"[""trees"",""station"",""awning"",""platform"",""platform"",""platform"",""roof"",""shelter"",""train stop"",""awning""]",Roof,0.3333333333333333,1528,3,1867551eca9da85f0bff4fb21de0f3edb0c6bdbdf784ff801524300c763139ce,not_applicable_recompute,456.71778090763837,470.89663590304554,38.02726010326296,508.9238960063085,509.0136289363727,0.0,0,0,0,0,0,0,0,0.0,,456.7176849814132,,,,,,1124073472,,0,0,0,1,3,"[""fullload"",""prefix25"",""prefix45"",""recompute""]",True,,968540.328514139,,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,
vqav2,393274,26,393274004,3,object,FullLoad,fullload,1.0,What is the background metal structure?,"[""trees"",""station"",""awning"",""platform"",""platform"",""platform"",""roof"",""shelter"",""train stop"",""awning""]",Roof,0.3333333333333333,1528,3,1867551eca9da85f0bff4fb21de0f3edb0c6bdbdf784ff801524300c763139ce,visionzip_image_only,750.171456951648,750.4655809607357,39.21420301776379,789.6797839784995,789.794965996407,472.12907241191715,1124073472,64,2176,1124073472,0,64,0,0.0,213.9998731436208,745.3086880268529,,,1.0,1.0,1.0,1124073472,,0,0,0,0,0,"[""fullload"",""prefix25"",""prefix45"",""recompute""]",True,968538.716690384,968538.716712774,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,
vqav2,393274,26,393274004,3,object,Prefix25,prefix25,0.25,What is the background metal structure?,"[""trees"",""station"",""awning"",""platform"",""platform"",""platform"",""roof"",""shelter"",""train stop"",""awning""]",Roof,0.3333333333333333,1528,3,1867551eca9da85f0bff4fb21de0f3edb0c6bdbdf784ff801524300c763139ce,visionzip_image_only,281.96784807369113,282.31481509283185,38.451661937870085,320.76647703070194,322.5777930347249,146.6716000577435,285212672,65,512,268435456,16777216,64,1,0.2022744156420231,49.436848843470216,51.38169403653592,8.0,34,0.23529411764705882,0.2537313432835821,0.2537313432835821,1124073472,0.7174437440526534,0,0,0,0,1,"[""fullload"",""prefix25"",""prefix45"",""recompute""]",True,968539.547224014,968539.547262164,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,"[[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7]]"
vqav2,393274,26,393274004,3,object,Prefix45,prefix45,0.45,What is the background metal structure?,"[""trees"",""station"",""awning"",""platform"",""platform"",""platform"",""roof"",""shelter"",""train stop"",""awning""]",Roof,0.3333333333333333,1528,3,1867551eca9da85f0bff4fb21de0f3edb0c6bdbdf784ff801524300c763139ce,visionzip_image_only,405.9587400406599,406.20632003992796,39.06017495319247,445.26649499312043,445.43628103565425,224.9742894200608,520093696,65,960,503316480,16777216,64,1,0.3479680744931102,81.79209125228226,39.88307900726795,15.0,34,0.4411764705882353,0.4626865671641791,0.4626865671641791,1124073472,0.876975722879051,0,0,0,0,2,"[""fullload"",""prefix25"",""prefix45"",""recompute""]",True,968539.882352298,968539.882372092,88fa98fe6e1c5f5b56f5e1c0edb4a74d0130ca0aaf74ad66001569796b6e0c1f,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/393274.json,b200b59945af1d9b4b68205f8fd6f3ea14bde8c8620f5f7b78051ea5f76cd415,"[[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14],[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]]"
vqav2,480173,27,480173001,0,color,ReComp,recompute,,What is the color of the pitch?,"[""green"",""not possible"",""gray"",""white"",""blue"",""gray and blue"",""gray"",""yellow"",""gray"",""green, grey and white""]",Yellow,0.3333333333333333,612,3,693045ec737b546f2a2ee88ee18a062069978930b55bf64d76a1b6a791b071f4,not_applicable_recompute,460.2679500821978,474.8067780165002,37.34081599395722,512.1475940104574,512.233471032232,0.0,0,0,0,0,0,0,0,0.0,,460.2678550872952,,,,,,1072693248,,0,0,0,1,2,"[""prefix25"",""prefix45"",""recompute"",""fullload""]",True,,968543.738384634,,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,
vqav2,480173,27,480173001,0,color,FullLoad,fullload,1.0,What is the color of the pitch?,"[""green"",""not possible"",""gray"",""white"",""blue"",""gray and blue"",""gray"",""yellow"",""gray"",""green, grey and white""]",Yellow,0.3333333333333333,612,3,693045ec737b546f2a2ee88ee18a062069978930b55bf64d76a1b6a791b071f4,visionzip_image_only,824.8731590574607,825.1546280225739,53.17161895800382,878.3262469805777,878.4452120307833,504.8844151897356,1072693248,64,2048,1072693248,0,64,0,0.0,242.46158846653998,820.332242990844,,,1.0,1.0,1.0,1072693248,,0,0,0,0,3,"[""prefix25"",""prefix45"",""recompute"",""fullload""]",True,968544.269145089,968544.269168169,d8284b7e15f625d4c4fc510c47b16197089b4faf525684a72f302aaca91446a2,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,
vqav2,480173,27,480173001,0,color,Prefix25,prefix25,0.25,What is the color of the pitch?,"[""green"",""not possible"",""gray"",""white"",""blue"",""gray and blue"",""gray"",""yellow"",""gray"",""green, grey and white""]",Blue,0.3333333333333333,10924,2,693045ec737b546f2a2ee88ee18a062069978930b55bf64d76a1b6a791b071f4,visionzip_image_only,289.80109898839146,290.2863690396771,19.797445042058825,310.0838140817359,314.3888710765168,152.9571251012385,284164096,65,512,268435456,15728640,64,1,0.24329964071512222,52.309281774796546,48.447008011862636,8.0,32,0.25,0.2649071358748778,0.2649071358748778,1072693248,0.829278679111443,0,0,0,0,0,"[""prefix25"",""prefix45"",""recompute"",""fullload""]",True,968542.986761792,968542.986812742,d8284b7e15f625d4c4fc510c47b16197089b4faf525684a72f302aaca91446a2,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,"[[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7]]"
vqav2,480173,27,480173001,0,color,Prefix45,prefix45,0.45,What is the color of the pitch?,"[""green"",""not possible"",""gray"",""white"",""blue"",""gray and blue"",""gray"",""yellow"",""gray"",""green, grey and white""]",Yellow,0.3333333333333333,612,3,693045ec737b546f2a2ee88ee18a062069978930b55bf64d76a1b6a791b071f4,visionzip_image_only,383.93640401773155,384.23689105547965,39.44785695057362,423.68474800605327,423.87002904433757,193.7342748278752,485490688,65,896,469762048,15728640,64,1,0.32986211590468884,74.84813791234046,61.65649998001754,14.0,32,0.4375,0.4525904203323558,0.4525904203323558,1072693248,0.9402059624651122,0,0,0,0,1,"[""prefix25"",""prefix45"",""recompute"",""fullload""]",True,968543.313784449,968543.313812951,d8284b7e15f625d4c4fc510c47b16197089b4faf525684a72f302aaca91446a2,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,"[[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13],[0,1,2,3,4,5,6,7,8,9,10,11,12,13]]"
vqav2,480173,27,480173002,1,count,ReComp,recompute,,How many males are in the photo?,"[""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",0,1.0,29871,3,904567fc1949cbe880559b144c54cf2a4417b6102c05ccc3913797053756b660,not_applicable_recompute,457.50074298121035,471.5685750124976,38.38975203689188,509.9583270493895,510.0470540346578,0.0,0,0,0,0,0,0,0,0.0,,457.50067301560193,,,,,,1072693248,,0,0,0,1,1,"[""prefix45"",""recompute"",""fullload"",""prefix25""]",True,,968545.650905499,,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,
vqav2,480173,27,480173002,1,count,FullLoad,fullload,1.0,How many males are in the photo?,"[""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",0,1.0,29871,3,904567fc1949cbe880559b144c54cf2a4417b6102c05ccc3913797053756b660,visionzip_image_only,735.8122459845617,736.0918669728562,39.63136195670813,775.7232289295644,775.8625620044768,490.2612172299996,1072693248,64,2048,1072693248,0,64,0,0.0,187.38485022913665,731.1889569973573,,,1.0,1.0,1.0,1072693248,,0,0,0,0,2,"[""prefix45"",""recompute"",""fullload"",""prefix25""]",True,968546.179482498,968546.179507727,d8284b7e15f625d4c4fc510c47b16197089b4faf525684a72f302aaca91446a2,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,
vqav2,480173,27,480173002,1,count,Prefix25,prefix25,0.25,How many males are in the photo?,"[""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]",0,1.0,29871,3,904567fc1949cbe880559b144c54cf2a4417b6102c05ccc3913797053756b660,visionzip_image_only,252.38525599706918,259.04760998673737,38.62830903381109,297.67591902054846,297.84477199427783,140.00331098213792,284164096,65,512,268435456,15728640,64,1,0.1668970799073577,42.04217088408768,42.77778696268797,8.0,32,0.25,0.2649071358748778,0.2649071358748778,1072693248,0.829278679111443,0,0,0,0,3,"[""prefix45"",""recompute"",""fullload"",""prefix25""]",True,968546.994080533,968546.994121148,d8284b7e15f625d4c4fc510c47b16197089b4faf525684a72f302aaca91446a2,,/home/dblab/hj/mllm_v2/runs/image_only_generalization/vqav2/images/480173.json,efd067cbdf9398cb62245d0ede52eebad588c972c0ecadfd38bcba2f60273ff5,"[[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7],[0,1,2,3,4,5,6,7]]"
