dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,logical_kv_ratio_per_layer,fallback_rate,normal_chunk_count_total,normal_kv_read_bytes,separator_read_bytes,normal_kv_preads,separator_preads,total_actual_pread_bytes,static_score_calls,query_score_calls,diversity_calls,selection_mode,selected_chunk_ids_per_layer,separator_policy,reordered_prefix_store_validated,n_raters
gqa,fullload,FullLoad,1.0,full,n37274,202144325,What do the watch and the bicycle have in common?,Color,"[""material""]",0.0,2,,413.296363549307,,,688.9716170262545,694.1581859719008,18.967456999234855,713.1256429711357,1226833920,2368,64,,642.0637159608305,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n37274,202144325,What do the watch and the bicycle have in common?,Color,"[""material""]",0.0,2,0.23751938715577126,163.08830305933952,56.183050270192325,257.81415693927556,58.52745799347758,316.4027249440551,18.64015101455152,335.0428759586066,320864256,576,65,195.26923447847366,0.0,9.0,37,0.24324324324324326,0.25223023504273506,"[0.24615384615384617, 0.24615384615384617, 0.25769230769230766, 0.2482905982905983, 0.25085470085470085, 0.2504273504273504, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.2547008547008547, 0.2512820512820513, 0.25854700854700857, 0.2594017094017094, 0.2564102564102564, 0.2547008547008547, 0.25427350427350426, 0.25427350427350426, 0.25726495726495724, 0.25427350427350426, 0.25555555555555554, 0.25555555555555554, 0.2564102564102564, 0.25085470085470085, 0.2534188034188034, 0.25384615384615383, 0.25213675213675213, 0.2547008547008547, 0.25427350427350426, 0.252991452991453]",0.0,288,301989888,18874368,64,1,320864256,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n37274,202144325,What do the watch and the bicycle have in common?,Color,"[""material""]",0.0,2,14.003824908286333,204.93453578092158,50.9846267523244,305.97151000984013,43.77302702050656,349.79016706347466,19.139928044751287,368.93009510822594,313982976,576,257,234.79414742905647,0.0,9.0,37,0.24324324324324326,0.24797008547008548,"[0.23461538461538461, 0.24615384615384617, 0.2452991452991453, 0.2504273504273504, 0.24145299145299146, 0.2504273504273504, 0.23504273504273504, 0.24615384615384617, 0.2341880341880342, 0.24615384615384617, 0.24743589743589745, 0.2482905982905983, 0.25811965811965815, 0.2568376068376068, 0.24487179487179486, 0.25982905982905985, 0.2568376068376068, 0.24487179487179486, 0.24444444444444444, 0.2568376068376068, 0.25769230769230766, 0.244017094017094, 0.24487179487179486, 0.24444444444444444, 0.25726495726495724, 0.252991452991453, 0.24444444444444444, 0.24444444444444444, 0.2423076923076923, 0.2568376068376068, 0.2547008547008547, 0.24273504273504273]",0.0,288,295108608,18874368,256,1,313982976,32,0,32,static_diverse,"[[0, 2, 3, 6, 7, 8, 9, 10, 36], [0, 1, 2, 3, 4, 6, 7, 18, 34], [0, 1, 2, 3, 4, 5, 6, 15, 36], [0, 1, 2, 3, 4, 6, 7, 27, 33], [0, 1, 2, 3, 4, 6, 9, 34, 36], [0, 1, 2, 3, 4, 5, 7, 27, 32], [0, 1, 2, 3, 4, 5, 6, 34, 36], [0, 1, 2, 3, 4, 5, 6, 34, 35], [0, 1, 2, 3, 4, 5, 7, 31, 36], [0, 1, 2, 3, 4, 5, 6, 32, 35], [0, 1, 2, 3, 4, 5, 12, 31, 33], [0, 1, 2, 3, 4, 5, 6, 19, 31], [0, 1, 2, 3, 4, 5, 8, 29, 33], [0, 1, 3, 4, 5, 9, 10, 26, 35], [0, 1, 2, 3, 7, 9, 11, 18, 36], [0, 1, 2, 3, 4, 8, 9, 22, 28], [0, 1, 2, 3, 4, 5, 9, 29, 35], [0, 1, 2, 3, 4, 5, 11, 32, 36], [0, 1, 2, 3, 5, 7, 10, 33, 36], [0, 1, 2, 3, 4, 8, 11, 31, 35], [0, 1, 2, 3, 4, 6, 10, 24, 34], [0, 1, 2, 3, 4, 5, 6, 26, 36], [0, 1, 2, 3, 4, 5, 6, 29, 36], [0, 1, 2, 3, 4, 5, 12, 31, 36], [0, 1, 2, 3, 4, 5, 7, 19, 33], [0, 1, 2, 3, 4, 5, 7, 25, 33], [0, 1, 2, 3, 4, 5, 8, 33, 36], [0, 1, 2, 3, 4, 6, 8, 30, 36], [0, 1, 2, 4, 5, 6, 7, 25, 36], [0, 1, 2, 3, 4, 5, 6, 34, 35], [0, 1, 3, 4, 6, 7, 10, 34, 35], [0, 1, 2, 3, 4, 5, 12, 31, 36]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n293477,20856909,Which kind of bag is green?,Purse,"[""purse""]",1.0,3,,401.7636493081227,,,698.0686420574784,703.5749440547079,36.81589895859361,740.3908430133015,1226833920,2368,64,,640.960312797688,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n293477,20856909,Which kind of bag is green?,Purse,"[""purse""]",1.0,3,0.210141995921731,151.80105692707002,48.403670312836766,233.0563139403239,42.01164795085788,275.1308779697865,36.386323045007885,311.5172010147944,320864256,576,65,178.49646497052163,0.0,9.0,37,0.24324324324324326,0.2514155982905983,"[0.24615384615384617, 0.24615384615384617, 0.25811965811965815, 0.24743589743589745, 0.2512820512820513, 0.2482905982905983, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.2517094017094017, 0.24700854700854702, 0.24957264957264957, 0.25769230769230766, 0.2551282051282051, 0.2534188034188034, 0.252991452991453, 0.25555555555555554, 0.2564102564102564, 0.2547008547008547, 0.25384615384615383, 0.2551282051282051, 0.25555555555555554, 0.2517094017094017, 0.2504273504273504, 0.2547008547008547, 0.25384615384615383, 0.25427350427350426, 0.25427350427350426, 0.252991452991453]",0.0,288,301989888,18874368,64,1,320864256,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n293477,20856909,Which kind of bag is green?,Purse,"[""purse""]",1.0,3,17.339583137072623,208.12593505252153,58.857820462435484,326.19934796821326,48.8401890033856,375.1014129957184,36.114107933826745,411.21552092954516,313982976,576,287,243.71223093476146,0.0,9.0,37,0.24324324324324326,0.24767628205128206,"[0.24786324786324787, 0.2341880341880342, 0.25811965811965815, 0.25256410256410255, 0.2534188034188034, 0.25, 0.2341880341880342, 0.24615384615384617, 0.24615384615384617, 0.2465811965811966, 0.23632478632478632, 0.23547008547008547, 0.25384615384615383, 0.23803418803418802, 0.25427350427350426, 0.2594017094017094, 0.24316239316239316, 0.24358974358974358, 0.24444444444444444, 0.24615384615384617, 0.25769230769230766, 0.24444444444444444, 0.244017094017094, 0.2452991452991453, 0.2452991452991453, 0.2534188034188034, 0.25427350427350426, 0.2452991452991453, 0.24358974358974358, 0.25726495726495724, 0.2564102564102564, 0.2547008547008547]",0.0,288,295108608,18874368,286,1,313982976,32,0,32,static_diverse,"[[0, 2, 3, 4, 6, 12, 15, 16, 19], [0, 1, 2, 3, 4, 5, 6, 34, 36], [0, 1, 2, 3, 4, 5, 6, 31, 34], [0, 1, 2, 3, 7, 9, 11, 29, 34], [0, 1, 2, 4, 5, 7, 8, 30, 32], [0, 1, 2, 3, 4, 5, 8, 29, 34], [0, 1, 2, 3, 4, 5, 7, 33, 36], [0, 1, 2, 3, 4, 5, 7, 33, 35], [0, 1, 2, 3, 4, 5, 7, 32, 34], [0, 1, 2, 3, 6, 7, 15, 30, 35], [0, 1, 2, 3, 7, 8, 9, 33, 36], [0, 1, 2, 3, 4, 7, 8, 32, 36], [0, 1, 2, 4, 5, 8, 12, 30, 35], [0, 1, 2, 3, 4, 8, 9, 30, 36], [0, 1, 3, 4, 6, 8, 9, 23, 29], [0, 1, 2, 3, 4, 5, 6, 26, 30], [0, 1, 2, 3, 4, 7, 9, 22, 36], [0, 1, 2, 3, 4, 5, 7, 29, 36], [0, 1, 2, 3, 4, 6, 7, 26, 36], [0, 1, 2, 3, 4, 5, 9, 30, 36], [0, 1, 2, 3, 4, 5, 6, 32, 34], [0, 1, 2, 3, 4, 5, 7, 30, 36], [0, 1, 2, 3, 4, 6, 8, 33, 36], [0, 1, 2, 4, 7, 8, 11, 34, 36], [0, 1, 2, 3, 4, 6, 8, 24, 36], [0, 1, 2, 3, 4, 7, 8, 31, 34], [0, 1, 2, 3, 4, 5, 9, 26, 33], [0, 1, 2, 4, 5, 6, 18, 31, 36], [0, 1, 2, 3, 4, 8, 14, 34, 36], [0, 1, 2, 3, 4, 8, 16, 29, 35], [0, 1, 2, 3, 4, 7, 9, 31, 34], [0, 1, 2, 3, 4, 5, 7, 23, 33]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n293477,20856756,What is the item of furniture called?,Bed,"[""bed""]",1.0,2,,425.9911341359839,,,709.7290309611708,714.9208720074967,18.914462067186832,733.8353340746835,1226833920,2368,64,,656.8277117330581,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n293477,20856756,What is the item of furniture called?,Bed,"[""bed""]",1.0,2,0.2634337870404124,177.84769146237522,57.648278889246285,274.1900180699304,44.53273594845086,318.78530501853675,18.59880902338773,337.3841140419245,320864256,576,65,210.13622300233692,0.0,9.0,37,0.24324324324324326,0.2514155982905983,"[0.24615384615384617, 0.24615384615384617, 0.25811965811965815, 0.24743589743589745, 0.2512820512820513, 0.2482905982905983, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.2517094017094017, 0.24700854700854702, 0.24957264957264957, 0.25769230769230766, 0.2551282051282051, 0.2534188034188034, 0.252991452991453, 0.25555555555555554, 0.2564102564102564, 0.2547008547008547, 0.25384615384615383, 0.2551282051282051, 0.25555555555555554, 0.2517094017094017, 0.2504273504273504, 0.2547008547008547, 0.25384615384615383, 0.25427350427350426, 0.25427350427350426, 0.252991452991453]",0.0,288,301989888,18874368,64,1,320864256,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n293477,20856756,What is the item of furniture called?,Bed,"[""bed""]",1.0,2,12.358879903331399,202.48890784569085,46.854240470565856,295.25090800598264,53.065100917592645,348.36494096089154,18.547971034422517,366.91291199531406,313982976,576,287,229.9667769111693,0.0,9.0,37,0.24324324324324326,0.24767628205128206,"[0.24786324786324787, 0.2341880341880342, 0.25811965811965815, 0.25256410256410255, 0.2534188034188034, 0.25, 0.2341880341880342, 0.24615384615384617, 0.24615384615384617, 0.2465811965811966, 0.23632478632478632, 0.23547008547008547, 0.25384615384615383, 0.23803418803418802, 0.25427350427350426, 0.2594017094017094, 0.24316239316239316, 0.24358974358974358, 0.24444444444444444, 0.24615384615384617, 0.25769230769230766, 0.24444444444444444, 0.244017094017094, 0.2452991452991453, 0.2452991452991453, 0.2534188034188034, 0.25427350427350426, 0.2452991452991453, 0.24358974358974358, 0.25726495726495724, 0.2564102564102564, 0.2547008547008547]",0.0,288,295108608,18874368,286,1,313982976,32,0,32,static_diverse,"[[0, 2, 3, 4, 6, 12, 15, 16, 19], [0, 1, 2, 3, 4, 5, 6, 34, 36], [0, 1, 2, 3, 4, 5, 6, 31, 34], [0, 1, 2, 3, 7, 9, 11, 29, 34], [0, 1, 2, 4, 5, 7, 8, 30, 32], [0, 1, 2, 3, 4, 5, 8, 29, 34], [0, 1, 2, 3, 4, 5, 7, 33, 36], [0, 1, 2, 3, 4, 5, 7, 33, 35], [0, 1, 2, 3, 4, 5, 7, 32, 34], [0, 1, 2, 3, 6, 7, 15, 30, 35], [0, 1, 2, 3, 7, 8, 9, 33, 36], [0, 1, 2, 3, 4, 7, 8, 32, 36], [0, 1, 2, 4, 5, 8, 12, 30, 35], [0, 1, 2, 3, 4, 8, 9, 30, 36], [0, 1, 3, 4, 6, 8, 9, 23, 29], [0, 1, 2, 3, 4, 5, 6, 26, 30], [0, 1, 2, 3, 4, 7, 9, 22, 36], [0, 1, 2, 3, 4, 5, 7, 29, 36], [0, 1, 2, 3, 4, 6, 7, 26, 36], [0, 1, 2, 3, 4, 5, 9, 30, 36], [0, 1, 2, 3, 4, 5, 6, 32, 34], [0, 1, 2, 3, 4, 5, 7, 30, 36], [0, 1, 2, 3, 4, 6, 8, 33, 36], [0, 1, 2, 4, 7, 8, 11, 34, 36], [0, 1, 2, 3, 4, 6, 8, 24, 36], [0, 1, 2, 3, 4, 7, 8, 31, 34], [0, 1, 2, 3, 4, 5, 9, 26, 33], [0, 1, 2, 4, 5, 6, 18, 31, 36], [0, 1, 2, 3, 4, 8, 14, 34, 36], [0, 1, 2, 3, 4, 8, 16, 29, 35], [0, 1, 2, 3, 4, 7, 9, 31, 34], [0, 1, 2, 3, 4, 5, 7, 23, 33]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n293477,20856758,Which kind of furniture is it?,Bed,"[""bed""]",1.0,2,,435.71697908919305,,,703.0280899489298,708.177080960013,19.028329057618976,727.205410017632,1226833920,2368,64,,644.2728074034676,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n293477,20856758,Which kind of furniture is it?,Bed,"[""bed""]",1.0,2,0.268894131295383,186.80675595533103,57.27765127085149,281.0492590069771,46.38670303393155,327.4970870697871,18.576434929855168,346.07352199964225,320864256,576,65,217.3978218343109,0.0,9.0,37,0.24324324324324326,0.2514155982905983,"[0.24615384615384617, 0.24615384615384617, 0.25811965811965815, 0.24743589743589745, 0.2512820512820513, 0.2482905982905983, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.2517094017094017, 0.24700854700854702, 0.24957264957264957, 0.25769230769230766, 0.2551282051282051, 0.2534188034188034, 0.252991452991453, 0.25555555555555554, 0.2564102564102564, 0.2547008547008547, 0.25384615384615383, 0.2551282051282051, 0.25555555555555554, 0.2517094017094017, 0.2504273504273504, 0.2547008547008547, 0.25384615384615383, 0.25427350427350426, 0.25427350427350426, 0.252991452991453]",0.0,288,301989888,18874368,64,1,320864256,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
gqa,static_diverse_chunk,Static+Diverse,0.25,chunk,n293477,20856758,Which kind of furniture is it?,Bed,"[""bed""]",1.0,2,17.300171428360045,231.19747906457633,58.56445035897195,348.1717340182513,58.275890070945024,406.50839207228273,18.306141952052712,424.81453402433544,313982976,576,287,265.9453204832971,0.0,9.0,37,0.24324324324324326,0.24767628205128206,"[0.24786324786324787, 0.2341880341880342, 0.25811965811965815, 0.25256410256410255, 0.2534188034188034, 0.25, 0.2341880341880342, 0.24615384615384617, 0.24615384615384617, 0.2465811965811966, 0.23632478632478632, 0.23547008547008547, 0.25384615384615383, 0.23803418803418802, 0.25427350427350426, 0.2594017094017094, 0.24316239316239316, 0.24358974358974358, 0.24444444444444444, 0.24615384615384617, 0.25769230769230766, 0.24444444444444444, 0.244017094017094, 0.2452991452991453, 0.2452991452991453, 0.2534188034188034, 0.25427350427350426, 0.2452991452991453, 0.24358974358974358, 0.25726495726495724, 0.2564102564102564, 0.2547008547008547]",0.0,288,295108608,18874368,286,1,313982976,32,0,32,static_diverse,"[[0, 2, 3, 4, 6, 12, 15, 16, 19], [0, 1, 2, 3, 4, 5, 6, 34, 36], [0, 1, 2, 3, 4, 5, 6, 31, 34], [0, 1, 2, 3, 7, 9, 11, 29, 34], [0, 1, 2, 4, 5, 7, 8, 30, 32], [0, 1, 2, 3, 4, 5, 8, 29, 34], [0, 1, 2, 3, 4, 5, 7, 33, 36], [0, 1, 2, 3, 4, 5, 7, 33, 35], [0, 1, 2, 3, 4, 5, 7, 32, 34], [0, 1, 2, 3, 6, 7, 15, 30, 35], [0, 1, 2, 3, 7, 8, 9, 33, 36], [0, 1, 2, 3, 4, 7, 8, 32, 36], [0, 1, 2, 4, 5, 8, 12, 30, 35], [0, 1, 2, 3, 4, 8, 9, 30, 36], [0, 1, 3, 4, 6, 8, 9, 23, 29], [0, 1, 2, 3, 4, 5, 6, 26, 30], [0, 1, 2, 3, 4, 7, 9, 22, 36], [0, 1, 2, 3, 4, 5, 7, 29, 36], [0, 1, 2, 3, 4, 6, 7, 26, 36], [0, 1, 2, 3, 4, 5, 9, 30, 36], [0, 1, 2, 3, 4, 5, 6, 32, 34], [0, 1, 2, 3, 4, 5, 7, 30, 36], [0, 1, 2, 3, 4, 6, 8, 33, 36], [0, 1, 2, 4, 7, 8, 11, 34, 36], [0, 1, 2, 3, 4, 6, 8, 24, 36], [0, 1, 2, 3, 4, 7, 8, 31, 34], [0, 1, 2, 3, 4, 5, 9, 26, 33], [0, 1, 2, 4, 5, 6, 18, 31, 36], [0, 1, 2, 3, 4, 8, 14, 34, 36], [0, 1, 2, 3, 4, 8, 16, 29, 35], [0, 1, 2, 3, 4, 7, 9, 31, 34], [0, 1, 2, 3, 4, 5, 7, 23, 33]]",sidecar,,0
gqa,fullload,FullLoad,1.0,full,n293477,20856731,Is the wallet lying on top of a desk?,No,"[""no""]",1.0,2,,404.6967710601166,,,686.5886829327792,691.8161369394511,18.979036016389728,710.7951729558408,1226833920,2368,64,,636.9870950002223,,,1.0,1.0,null,0.0,,1226833920,0,64,0,1226833920,,,,,null,,,0
gqa,reorder_prefix_chunk,Reorder+Prefix,0.25,chunk,n293477,20856731,Is the wallet lying on top of a desk?,No,"[""no""]",1.0,2,0.25898683816194534,162.06604044418782,54.86813560128212,252.2560799261555,59.24350197892636,311.5623249905184,18.827885971404612,330.390210961923,320864256,576,65,191.02879764977843,0.0,9.0,37,0.24324324324324326,0.2514155982905983,"[0.24615384615384617, 0.24615384615384617, 0.25811965811965815, 0.24743589743589745, 0.2512820512820513, 0.2482905982905983, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.24615384615384617, 0.2517094017094017, 0.24700854700854702, 0.24957264957264957, 0.25769230769230766, 0.2551282051282051, 0.2534188034188034, 0.252991452991453, 0.25555555555555554, 0.2564102564102564, 0.2547008547008547, 0.25384615384615383, 0.2551282051282051, 0.25555555555555554, 0.2517094017094017, 0.2504273504273504, 0.2547008547008547, 0.25384615384615383, 0.25427350427350426, 0.25427350427350426, 0.252991452991453]",0.0,288,301989888,18874368,64,1,320864256,0,0,0,prefix,"[[0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8], [0, 1, 2, 3, 4, 5, 6, 7, 8]]",sidecar,True,0
