dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,fallback_rate
gqa,recompute,ReComp,,none,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,,0.0,,,501.085251045879,501.08561100205407,18.74337298795581,519.8289839900099,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,,428.0521562905051,,,753.7354730302468,760.1860230206512,20.50278097158298,780.6888039922342,865337344,2642,134,,692.4033050891012,,,0.7141544117647058,0.2462686567164179,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,14.42151196533814,245.51602103747427,50.106627808418125,346.94050601683557,52.027813042514026,399.0166640141979,19.5863819681108,418.6030459823087,281018368,512,273,276.66749886702746,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,21.753041073679924,405.2349108387716,91.6421918082051,594.921585987322,51.918254990596324,646.9065719866194,18.950453028082848,665.8570250147022,578289664,1088,321,474.7640799614601,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,,488.37633710354567,,,796.1368869873695,802.6189649826847,29.43578700069338,832.0547519833781,1124073472,2176,64,,728.8089209469035,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,,0.0,,,476.49694501888007,476.4971780241467,19.01722198817879,495.5144000123255,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,,447.18951801769435,,,771.0229459917173,777.4598390096799,41.70377901755273,819.1636180272326,943980544,2796,140,,712.9168559331447,,,0.7849264705882353,0.2462686567164179,0.25
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,13.751072925515473,243.6636789352633,48.860926064662635,342.84732304513454,39.65032799169421,382.5462970416993,20.43443697039038,402.98073401208967,281018368,512,273,274.4346021790989,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,17.351360176689923,393.7839614809491,88.31834193551913,573.8370110047981,35.64638301031664,609.5309070078656,19.149289990309626,628.6801969981752,578289664,1088,321,461.86253015184775,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,445.5387297202833,,,700.3031329950318,706.7138170241378,62.49434599885717,769.208163022995,1124073472,2176,64,,647.8011072031222,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,0.0,,,499.1133589646779,499.1136299795471,55.111358989961445,554.2249889695086,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,474.9002121388912,,,859.7068609669805,866.1167139653116,77.42688001599163,943.5435939813033,854851584,2622,152,,782.3415580787696,,,0.7049632352941176,0.2462686567164179,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,17.2137888148427,280.0063127069734,55.39317714283243,392.7288420381956,41.48828698089346,434.2796020209789,57.53731000004336,491.8169120210223,281018368,512,273,314.08153293887153,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,22.84042921382934,435.2388571132906,92.07317919936031,626.9786179764196,42.28711104951799,669.333974015899,56.201412982773036,725.535386998672,578289664,1088,321,505.3498050547205,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,,498.81040764739737,,,774.2324999999255,780.8823839877732,43.76998299267143,824.6523669804446,1233125376,2368,64,,720.1762229087763,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,,0.0,,,511.06928201625124,511.0694940085523,23.467091959901154,534.5365859684534,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,,534.0051798848435,,,917.9959169705398,924.7443809872493,20.78397700097412,945.5283579882234,1116340224,3210,128,,853.2390430336818,,,0.8555743243243243,0.24489795918367346,0.4375
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,15.768343931995332,254.86021605320275,51.76836991449818,361.0122069949284,53.20206901524216,414.2786689917557,19.92012996925041,434.1987989610061,323485696,576,269,287.17173787299544,0.0,9.0,37,0.24324324324324326,0.24702380952380953,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,22.805404965765774,445.0277864234522,96.62905836012214,650.2431579865515,51.05063098017126,701.3611029833555,18.98285304196179,720.3439560253173,624164864,1152,371,523.827928933315,0.0,18.0,37,0.4864864864864865,0.4897959183673469,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,,487.23848193185404,,,759.8695330088958,766.9410330126993,49.075021990574896,816.0160550032742,1233125376,2368,64,,704.8065440030769,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,,0.0,,,576.6782310092822,576.6785540035926,19.237679021898657,595.9162330254912,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,,488.1448966334574,,,795.2769889961928,802.4614480091259,23.7925429828465,826.2539909919724,1064435712,3108,160,,747.9407091159374,,,0.8125,0.24489795918367346,0.25
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,13.437775080092251,269.9371539056301,51.57122673699632,372.9543060180731,43.16256497986615,416.17900400888175,19.319434999488294,435.49843900837004,323485696,576,269,301.9373620627448,0.0,9.0,37,0.24324324324324326,0.24702380952380953,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,23.152342007961124,450.9932021610439,99.34821672504768,661.3682819879614,43.385800963733345,704.8221599543467,18.904083990491927,723.7262439448386,624164864,1152,371,531.7627032054588,0.0,18.0,37,0.4864864864864865,0.4897959183673469,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,491.36966303922236,,,770.5126439686865,777.1720979944803,19.817300024442375,796.9893980189227,1233125376,2368,64,,727.6981658651493,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,0.0,,,537.5703009776771,537.5704040052369,18.794352014083415,556.3647560193203,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,487.8060130868107,,,858.7907690089196,865.5624680104665,22.67833595396951,888.240803964436,1058406400,3096,144,,805.5776318651624,,,0.8074324324324325,0.24489795918367346,0.21875
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,17.70581805612892,264.70955222612247,60.134041123092175,386.96478703059256,57.34489200403914,444.37482999637723,18.97365099284798,463.3484809892252,323485696,576,269,302.6318300398998,0.0,9.0,37,0.24324324324324326,0.24702380952380953,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,23.92574492841959,459.38946516253054,105.16590328188613,679.8404750297777,51.04269599542022,730.9516470413655,19.913511001504958,750.8651580428705,624164864,1152,371,543.720620800741,0.0,18.0,37,0.4864864864864865,0.4897959183673469,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,,490.0399608304724,,,761.553704040125,768.3070990024135,20.96127695403993,789.2683759564534,1233125376,2368,64,,713.1753382273018,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,,0.0,,,512.2765190317295,512.2766340500675,19.552182988263667,531.8288170383312,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,,473.34116097772494,,,816.4070309721865,823.110225959681,24.955353001132607,848.0655789608136,1004666880,2992,142,,762.1619570418261,,,0.7635135135135135,0.24489795918367346,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,16.273486835416406,258.2894231309183,57.473064051009715,375.00161095522344,41.45932296523824,416.52555495966226,18.812057038303465,435.3376119979657,323485696,576,269,295.09384895209223,0.0,9.0,37,0.24324324324324326,0.24702380952380953,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,22.1781000145711,444.34724072925746,105.23789800936356,658.928974007722,41.41556000104174,700.4103540093638,19.41983902361244,719.8301930329762,624164864,1152,371,524.7094728983939,0.0,18.0,37,0.4864864864864865,0.4897959183673469,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,,512.053124315571,,,819.9694149661809,826.5858590020798,40.73408799013123,867.319946992211,1233125376,2368,64,,764.8246691678651,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,,0.0,,,546.9215550110675,546.9217570498586,37.76641294825822,584.6881699981168,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,,513.5752336354926,,,879.0436339913867,886.2090680049732,47.56469401763752,933.7737620226108,1061289984,3102,138,,820.8215881022625,,,0.8099662162162162,0.24489795918367346,0.25
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,15.468523895833641,266.7013551108539,55.4813189082779,378.96151101449504,61.57013797201216,440.5970349907875,38.029769028071314,478.6268040188588,323485696,576,269,301.6642140573822,0.0,9.0,37,0.24324324324324326,0.24702380952380953,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,19.537455053068697,438.22074483614415,99.75656500319019,633.3045799983665,37.31694701127708,670.6742600072175,39.1443709959276,709.8186310031451,624164864,1152,371,507.20881012966856,0.0,18.0,37,0.4864864864864865,0.4897959183673469,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,,510.4334488278255,,,822.7536280173808,829.7500759945251,45.56185798719525,875.3119339817204,1233125376,2368,64,,766.6163770481944,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,,0.0,,,544.4318450172432,544.4321139948443,18.794296018313617,563.2264100131579,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,,479.8363521695137,,,807.1080649970099,813.8502240180969,25.977962999604642,839.8281870177016,1033764864,3048,152,,753.7598370108753,,,0.7871621621621622,0.24489795918367346,0.15625
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,13.144347933121026,268.1142042274587,50.75620411662385,370.35298795672134,43.51435700664297,413.9303209958598,19.08561500022188,433.0159359960817,323485696,576,269,300.2606529626064,0.0,9.0,37,0.24324324324324326,0.24702380952380953,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,21.853292710147798,465.76610882766545,102.19114879146218,673.0743679800071,48.22767700534314,721.3663759757765,19.20664799399674,740.5730239697732,624164864,1152,371,542.0588000561111,0.0,18.0,37,0.4864864864864865,0.4897959183673469,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,,469.4865959463641,,,750.832291028928,757.2932920302264,38.32609695382416,795.6193889840506,1182793728,2304,64,,705.6046059005894,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,,0.0,,,514.5767019712366,514.5769200171344,38.170555024407804,552.7474750415422,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,,474.0229928283952,,,858.8144129607826,865.4127449844964,40.80905200680718,906.2217969913036,879099904,2726,150,,786.5996099426411,,,0.6831597222222222,0.24468085106382978,0.0625
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,12.588749115820974,237.58539505070075,50.288581871427596,335.104223981034,54.57436601864174,389.7402120055631,38.61922101350501,428.3594330190681,315359232,576,247,266.4099090616219,0.0,9.0,36,0.25,0.2579787234042553,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,23.436935152858496,422.7952530491166,99.49026122922078,629.0556160383858,42.95262502273545,672.0795350265689,38.3541599730961,710.433694999665,607911936,1152,331,499.2287758504972,0.0,18.0,36,0.5,0.4920212765957447,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,,428.0361408018507,,,676.8067600205541,683.2826299942099,39.20891496818513,722.491544962395,1182793728,2304,64,,635.3145207394846,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,,0.0,,,489.16433297563344,489.1645360039547,37.67055703792721,526.8350930418819,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,,479.42204086575657,,,877.6311049587093,884.003137005493,54.69866102794185,938.7017980334349,883294208,2734,152,,802.870927087497,,,0.6866319444444444,0.24468085106382978,0.0625
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,16.80220093112439,254.82654519146308,64.98483405448496,379.5653149718419,64.91345498943701,444.5431109634228,55.11268402915448,499.6557949925773,315359232,576,247,291.7312041390687,0.0,9.0,36,0.25,0.2579787234042553,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,22.381568211130798,417.48765110969543,98.93336496315897,620.6283880164847,37.90012595709413,658.5950779845007,37.75094699813053,696.3460249826312,607911936,1152,331,492.56007379153743,0.0,18.0,36,0.5,0.4920212765957447,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861409,Is the person wearing a glove?,No,"[""yes""]",0.0,2,,470.1967328437604,,,754.3755539809354,760.9133149962872,21.3685340131633,782.2818490094505,1182793728,2304,64,,707.9821539227851,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861409,Is the person wearing a glove?,No,"[""yes""]",0.0,2,,0.0,,,513.6911959853023,513.6914270115085,18.988646974321455,532.68007398583,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861409,Is the person wearing a glove?,No,"[""yes""]",0.0,2,,462.8109261393547,,,841.353660041932,847.8138290229253,26.27157495589927,874.0854039788246,866779136,2704,148,,768.6897228122689,,,0.6736111111111112,0.24468085106382978,0.09375
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n390187,201861409,Is the person wearing a glove?,No,"[""yes""]",0.0,2,16.87694521388039,246.97609362192452,60.067754064220935,369.0529330051504,45.48732895636931,414.6032959688455,19.27172002615407,433.87501599499956,315359232,576,247,285.97173508023843,0.0,9.0,36,0.25,0.2579787234042553,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n390187,201861409,Is the person wearing a glove?,No,"[""yes""]",0.0,2,22.012473840732127,408.2458258490078,99.21034012222663,616.6094599757344,42.420370038598776,659.0962359914556,19.579129002522677,678.6753649939783,607911936,1152,331,488.6514019453898,0.0,18.0,36,0.5,0.4920212765957447,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861267,Does the mirror to the left of the person look brown and small?,No,"[""no""]",1.0,2,,444.7810110868886,,,693.9052630332299,700.4686320433393,20.76820796355605,721.2368400068954,1182793728,2304,64,,651.1206947616301,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861267,Does the mirror to the left of the person look brown and small?,No,"[""no""]",1.0,2,,0.0,,,519.8797839693725,519.880159990862,19.16119799716398,539.041357988026,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861267,Does the mirror to the left of the person look brown and small?,No,"[""no""]",1.0,2,,451.5714449225925,,,791.2380439811386,797.791464952752,20.215953001752496,818.0074179545045,914227200,2796,142,,732.3302770964801,,,0.7135416666666666,0.24468085106382978,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n390187,201861267,Does the mirror to the left of the person look brown and small?,No,"[""no""]",1.0,2,11.297199118416756,231.9290317245759,49.69319794327021,327.1347690024413,37.517640041187406,364.69808500260115,19.36853298684582,384.06661798944697,315359232,576,247,260.49299392616376,0.0,9.0,36,0.25,0.2579787234042553,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n390187,201861267,Does the mirror to the left of the person look brown and small?,No,"[""no""]",1.0,2,13.857103942427784,381.49169518146664,87.57277025142685,549.3079340085387,37.33090398600325,586.6825539851561,19.741178024560213,606.4237320097163,607911936,1152,331,441.64728216128424,0.0,18.0,36,0.5,0.4920212765957447,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861586,What is the color of the dirty sneakers?,Gray,"[""gray""]",1.0,2,,500.7779191364534,,,814.7055640001781,821.3219839963131,19.608167000114918,840.930150996428,1182793728,2304,64,,759.7315720049664,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861586,What is the color of the dirty sneakers?,Gray,"[""gray""]",1.0,2,,0.0,,,487.1338469674811,487.13406099705026,18.806578998919576,505.94063999596983,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861586,What is the color of the dirty sneakers?,Gray,"[""gray""]",1.0,2,,472.23815246252343,,,847.2490340354852,853.8237910252064,51.4133779797703,905.2371690049767,894042112,2756,156,,777.2817180957645,,,0.6961805555555556,0.24468085106382978,0.09375
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n390187,201861586,What is the color of the dirty sneakers?,Gray,"[""gray""]",1.0,2,16.34153025224805,245.03462109714746,58.54362400714308,363.8020330108702,40.55024200351909,404.4155770097859,19.194223976228386,423.6098009860143,315359232,576,247,282.59057307150215,0.0,9.0,36,0.25,0.2579787234042553,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n390187,201861586,What is the color of the dirty sneakers?,Gray,"[""gray""]",1.0,2,13.937656069174409,381.3215200207196,88.15687603782862,550.1880379742943,61.59141502575949,611.8429980124347,19.523407972883433,631.3664059853181,607911936,1152,331,441.89539999933913,0.0,18.0,36,0.5,0.4920212765957447,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861325,Is the small mirror on the motorcycle?,Yes,"[""yes""]",1.0,2,,467.70036494126543,,,746.4330149814487,753.2853040029295,19.83849803218618,773.1238020351157,1182793728,2304,64,,693.730290804524,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861325,Is the small mirror on the motorcycle?,Yes,"[""yes""]",1.0,2,,0.0,,,508.7236520485021,508.72393703320995,19.53108998714015,528.2550270203501,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861325,Is the small mirror on the motorcycle?,Yes,"[""yes""]",1.0,2,,477.3788058082573,,,854.7491820063442,861.2534590065479,41.5954549680464,902.8489139745943,917372928,2802,144,,785.164208849892,,,0.7161458333333334,0.24468085106382978,0.125
