dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,fallback_rate
gqa,recompute,ReComp,,none,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,0.0,,,497.6756530231796,497.6758520351723,55.92829501256347,553.6041470477358,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,437.59436812251806,,,765.3105219942518,771.6376209864393,74.58346901694313,846.2210900033824,854851584,2622,152,,696.648490964435,,,0.7049632352941176,0.2462686567164179,0.125
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n355567,201751594,What is the lady that is not antique playing with?,Tennis,"[""tennis ball""]",0.0,2,10.952775890473276,158.2244504825212,33.53413980221376,220.80058901337907,47.396746987942606,268.2579929823987,19.306486006826162,287.5644789892249,115343360,192,165,170.85360799683258,0.0,3.0,34,0.08823529411764706,0.1044776119402985,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n355567,201751594,What is the lady that is not antique playing with?,Ball,"[""tennis ball""]",0.0,2,9.020803205203265,181.40822532586753,32.19196817371994,243.56457102112472,37.120151973795146,280.73112800484523,20.594243018422276,301.3253710232675,182452224,320,195,196.65967306355014,0.0,5.0,34,0.14705882352941177,0.14925373134328357,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,10.219218209385872,223.55113981757313,37.43785206461325,297.46830300427973,37.11845900397748,334.6353850211017,56.72985001001507,391.36523503111675,247988224,448,263,244.07790013356134,0.0,7.0,34,0.20588235294117646,0.208955223880597,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,,485.56276818271726,,,748.6735709826462,755.5177169851959,19.496447988785803,775.0141649739817,1233125376,2368,64,,697.8657338768244,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,,0.0,,,508.41116200899705,508.4113869816065,23.836187028791755,532.2475740103982,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,,516.6013331036083,,,868.703119980637,875.3580640186556,20.579022995661944,895.9370870143175,1116340224,3210,128,,808.5792919737287,,,0.8555743243243243,0.24489795918367346,0.4375
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n9181,20929611,Is the brown cowboy hat below the small sign?,No,"[""yes""]",0.0,2,8.323118148837239,166.6687101824209,28.54993980145082,221.5913289692253,35.979566979222,257.61636398965493,19.67177801998332,277.28814200963825,156237824,256,181,179.05197280924767,0.0,4.0,37,0.10810810810810811,0.11096938775510204,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,10.789804975502193,217.27042814018205,36.2792409141548,287.31178998714313,36.08935000374913,323.44513799762353,19.69422702677548,343.139365024399,222822400,384,259,234.36268407385796,0.0,6.0,37,0.16216216216216217,0.16539115646258504,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n9181,20929611,Is the brown cowboy hat below the small sign?,Yes,"[""yes""]",1.0,2,10.945399990305305,224.50610098894686,39.61205104133114,300.7153799990192,36.02884599240497,336.79140597814694,19.788914010860026,356.58031998900697,256376832,448,259,244.23456098884344,0.0,7.0,37,0.1891891891891892,0.19260204081632654,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,,508.62827408127487,,,777.0897810114548,784.0822750004008,19.44609300699085,803.5283680073917,1233125376,2368,64,,725.9064468671568,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,,0.0,,,544.0193869872019,544.0196070121601,20.091839018277824,564.111446030438,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,,469.2042699898593,,,777.7431419817731,784.4269269844517,25.447635038290173,809.8745620227419,1064435712,3108,160,,723.4796346747316,,,0.8125,0.24489795918367346,0.25
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,10.406959860119969,169.66179915471002,34.326457884162664,234.6928990446031,52.866767975501716,287.6204440253787,19.84021597309038,307.46065999846905,156237824,256,181,184.36928186565638,0.0,4.0,37,0.10810810810810811,0.11096938775510204,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,10.398208920378238,216.8390096630901,35.80374695593491,285.6411220273003,37.8110819729045,323.4969879849814,19.444857025519013,342.9418450105004,222822400,384,259,233.60409698216245,0.0,6.0,37,0.16216216216216217,0.16539115646258504,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n9181,20929389,Is the motorcycle near the jacket black and metallic?,No,"[""no""]",1.0,2,13.857304933480918,230.6661538896151,46.39768321067095,321.76091405563056,44.53630995703861,366.36022001039237,19.52640200033784,385.8866220107302,256376832,448,259,255.41337608592585,0.0,7.0,37,0.1891891891891892,0.19260204081632654,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,481.3336540828459,,,737.7288050483912,744.4556030095555,20.538423967082053,764.9940269766375,1233125376,2368,64,,687.853267067112,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,0.0,,,537.427306000609,537.4275699723512,21.40731201507151,558.8348819874227,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,,501.29621993983164,,,850.5360020208173,857.4413650203496,44.67757500242442,902.118940022774,1058406400,3096,144,,787.6110401120968,,,0.8074324324324325,0.24489795918367346,0.21875
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n9181,20929384,Is the motorcycle on the right part?,Yes,"[""no""]",0.0,2,9.288736153393984,166.43373196711764,29.49048695154488,223.15579501446337,36.16076096659526,259.3666610191576,19.367490021977574,278.7341510411352,156237824,256,181,178.46923181787133,0.0,4.0,37,0.10810810810810811,0.11096938775510204,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,10.324520815629512,217.7667691721581,35.58609803440049,285.9328559716232,36.14921896951273,322.1278689452447,19.28098703501746,341.40885598026216,222822400,384,259,234.26567390561104,0.0,6.0,37,0.16216216216216217,0.16539115646258504,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n9181,20929384,Is the motorcycle on the right part?,No,"[""no""]",1.0,2,11.133573250845075,223.86607906082645,39.35741196619347,300.0152700114995,36.07593895867467,336.13794099073857,19.29888199083507,355.43682298157364,256376832,448,259,243.58282319735736,0.0,7.0,37,0.1891891891891892,0.19260204081632654,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,,500.46952517004684,,,780.9588550007902,787.6549119828269,19.556112005375326,807.2110239882022,1233125376,2368,64,,724.1472199675627,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,,0.0,,,513.8056960422546,513.8058880111203,19.152693974319845,532.9585819854401,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929555,What's the wheelchair in front of?,Building,"[""vest""]",0.0,2,,474.75042392034084,,,799.4697420508601,806.2362540513277,52.40035994211212,858.6366139934398,1004666880,2992,142,,738.7150201248005,,,0.7635135135135135,0.24489795918367346,0.125
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n9181,20929555,What's the wheelchair in front of?,Motorcycle,"[""vest""]",0.0,3,9.186957264319062,172.61263786349446,29.387933027464896,228.24716701870784,37.550472014117986,265.84066601935774,37.456926016602665,303.2975920359604,156237824,256,181,184.06919902190566,0.0,4.0,37,0.10810810810810811,0.11096938775510204,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n9181,20929555,What's the wheelchair in front of?,Motorcycle,"[""vest""]",0.0,3,10.393834032583982,220.14963417313993,36.58595698652789,290.4952780227177,36.01765201892704,326.5582390013151,37.9730110289529,364.531250030268,222822400,384,259,237.6914100605063,0.0,6.0,37,0.16216216216216217,0.16539115646258504,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n9181,20929555,What's the wheelchair in front of?,Motorcycle,"[""vest""]",0.0,3,10.734954033978283,225.97892087651417,39.799549034796655,302.51322797266766,35.832836001645774,338.3845459902659,37.75446501094848,376.1390110012144,256376832,448,259,246.06424197554588,0.0,7.0,37,0.1891891891891892,0.19260204081632654,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,,476.3012900366448,,,733.7778409710154,740.5399309936911,98.52348803542554,839.0634190291166,1233125376,2368,64,,680.9208430349827,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,,0.0,,,547.310499008745,547.3106949939393,37.496133998502046,584.8068289924413,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,,523.2487451285124,,,897.4449629895389,904.2317509884015,40.011580975260586,944.2433319636621,1061289984,3102,138,,826.9086197833531,,,0.8099662162162162,0.24489795918367346,0.25
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,11.884099105373025,174.126953817904,38.78984192851931,247.33185698278248,44.11273600999266,291.4894230198115,38.626316003501415,330.1157390233129,156237824,256,181,190.65507291816175,0.0,4.0,37,0.10810810810810811,0.11096938775510204,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,13.989327067974955,225.84990045288578,44.298971886746585,312.73074995260686,37.22040698630735,349.9962649657391,38.88105700025335,388.87732196599245,222822400,384,259,248.43642208725214,0.0,6.0,37,0.16216216216216217,0.16539115646258504,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n9181,20929553,What is in front of the vest?,Motorcycle,"[""wheelchair""]",0.0,3,12.863262032624334,227.8563968720846,45.324287842959166,315.62551500974223,58.63664700882509,374.3268700200133,39.75984099088237,414.08671101089567,256376832,448,259,251.33234093664214,0.0,7.0,37,0.1891891891891892,0.19260204081632654,0.0
gqa,fullload,FullLoad,1.0,full,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,,479.20431796228513,,,728.9919040049426,735.7349359663203,20.017400034703314,755.7523360010237,1233125376,2368,64,,680.6411331053823,,,1.0,0.24489795918367346,0.0
gqa,recompute,ReComp,,none,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,,0.0,,,545.4377239802852,545.4379220027477,18.961956026032567,564.3998780287802,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,,468.817924906034,,,797.685083001852,804.5667040278204,21.30452496930957,825.87122899713,1033764864,3048,152,,739.2896899837069,,,0.7871621621621622,0.24489795918367346,0.15625
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n9181,20929280,Is the motorbike made of the same material as the sign?,Leather,"[""yes""]",0.0,3,9.246539906598628,165.84780591074377,30.164069903548807,223.83435600204393,37.836291012354195,261.7154020117596,38.793224026449025,300.5086260382086,156237824,256,181,178.74807788757607,0.0,4.0,37,0.10810810810810811,0.11096938775510204,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,15.050823043566197,226.90108604729176,45.8721699542366,317.47021805495024,41.78974701790139,359.30683102924377,19.56094999331981,378.8677810225636,222822400,384,259,250.50608412129804,0.0,6.0,37,0.16216216216216217,0.16539115646258504,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n9181,20929280,Is the motorbike made of the same material as the sign?,No,"[""yes""]",0.0,2,12.294391926843673,226.62164829671383,42.485420242883265,309.8218439845368,37.80612401897088,347.6757379830815,19.04928300064057,366.72502098372206,256376832,448,259,249.0733791491948,0.0,7.0,37,0.1891891891891892,0.19260204081632654,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,,433.8943643961102,,,672.9441699571908,679.6932129655033,39.68512499704957,719.3783379625529,1182793728,2304,64,,625.7370908861049,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,,0.0,,,519.2660930333659,519.2663639900275,37.5132939661853,556.7796579562128,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,,466.3766704616137,,,829.6383080305532,836.5468310075812,43.96400100085884,880.51083200844,879099904,2726,150,,753.9900671690702,,,0.6831597222222222,0.24468085106382978,0.0625
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n390187,201861403,What's the person riding?,Helmet,"[""motorcycle""]",0.0,3,11.65145612321794,158.9882699190639,37.22720593214035,229.11075002048165,54.885762045159936,284.05740804737434,38.60917600104585,322.6665840484202,150732800,256,169,174.70409907400608,0.0,4.0,36,0.1111111111111111,0.11613475177304965,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,11.456562962848693,177.74601484416053,38.73393504181877,251.04886305052787,38.479476992506534,289.57361803622916,38.63894799724221,328.2125660334714,182714368,320,175,195.0564020080492,0.0,5.0,36,0.1388888888888889,0.14450354609929078,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n390187,201861403,What's the person riding?,Motorcycle,"[""motorcycle""]",1.0,3,15.737938927486539,213.92657601973042,49.68819994246587,311.8624920025468,41.95859102765098,353.88522798893973,37.61655098060146,391.5017789695412,247463936,448,233,240.40965706808493,0.0,7.0,36,0.19444444444444445,0.20124113475177305,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,,491.1205305834301,,,767.4611010006629,773.9527550293133,40.68522999295965,814.6379850222729,1182793728,2304,64,,706.6527929273434,,,1.0,0.24468085106382978,0.0
gqa,recompute,ReComp,,none,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,,0.0,,,493.2627360103652,493.2630390394479,38.012423960026354,531.2754629994743,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,,469.1354829701595,,,837.2601349838078,843.8446240033954,60.43977598892525,904.2843999923207,883294208,2734,152,,757.1503548533656,,,0.6866319444444444,0.24468085106382978,0.0625
gqa,static_diverse_chunk@10,Static+Diverse,0.1,chunk,n390187,201861402,The person is riding what?,Rider,"[""motorcycle""]",0.0,3,9.228521957993507,164.30335480254143,29.337344982195646,220.35391395911574,41.11487901536748,261.5145039744675,39.4112869980745,300.925790972542,150732800,256,169,176.3001999934204,0.0,4.0,36,0.1111111111111111,0.11613475177304965,0.0
gqa,static_diverse_chunk@15,Static+Diverse,0.15,chunk,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,9.929128980729729,165.33474292373285,34.53052387339994,230.59293802361935,40.987621003296226,271.62679098546505,38.00798504380509,309.63477602927014,182714368,320,175,180.4018749971874,0.0,5.0,36,0.1388888888888889,0.14450354609929078,0.0
gqa,static_diverse_chunk@20,Static+Diverse,0.2,chunk,n390187,201861402,The person is riding what?,Motorcycle,"[""motorcycle""]",1.0,3,10.620080982334912,202.63543812325224,38.296109007205814,276.3440940179862,35.72006098693237,312.1107270126231,39.52692000893876,351.63764702156186,247463936,448,233,221.67022881330922,0.0,7.0,36,0.19444444444444445,0.20124113475177305,0.0
gqa,fullload,FullLoad,1.0,full,n390187,201861409,Is the person wearing a glove?,No,"[""yes""]",0.0,2,,492.57763603236526,,,765.8341189962812,772.516019991599,19.971306959632784,792.4873269512318,1182793728,2304,64,,706.5112590207718,,,1.0,0.24468085106382978,0.0
