dialog_id,image_id,turn_id,question_id,method_key,prediction,score,stored_legacy_score,scorer_disagreement,end_to_end_ttft_ms,request_e2e_ms,decode_ms,ssd_read_bytes,ssd_read_ms,normal_kv_preads,separator_preads,scatter_ms,first_k_planning_ms,selected_ratio,vision_forward_count,cache_hit
mtgqa_000003,n229548,3,20511450,fullload,helicopter,1.0,1.0,False,860.685475054197,918.2749580359086,57.47246788814664,1333788672,515.3902529273182,64,0,0.0,0.0,1.0,0,True
mtgqa_000003,n229548,3,20511450,prefix25,Helicopter,1.0,1.0,False,295.90107896365225,353.76200499013066,57.6923550106585,360710144,138.07471131440252,64,1,61.38616323005408,0.3039418952539563,0.25,0,True
mtgqa_000003,n229548,3,20511450,prefix45,Helicopter,1.0,1.0,False,467.099710018374,524.6876300079748,57.42194899357855,629145600,247.2349238814786,64,1,94.59871624130756,0.4092146409675479,0.45,0,True
mtgqa_000004,n229548,1,20511453,recompute,Rope,0.0,0.0,False,617.2637540148571,655.291220988147,37.94097900390625,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000004,n229548,1,20511453,fullload,Rope,0.0,0.0,False,617.4047311069444,656.5607010852545,39.06596091110259,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000004,n229548,1,20511453,prefix25,Rope,0.0,0.0,False,617.2100330004469,656.2503169989213,38.95078203640878,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000004,n229548,1,20511453,prefix45,Rope,0.0,0.0,False,617.6258409395814,655.5069739697501,37.80534700490534,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000004,n229548,2,20511394,recompute,Cloudy,1.0,1.0,False,619.4396489299834,659.077585907653,39.549655048176646,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000004,n229548,2,20511394,fullload,Cloudy,1.0,1.0,False,780.4884349461645,820.2283659484237,39.605976082384586,1333788672,500.9211286669597,64,0,0.0,0.0,1.0,0,True
mtgqa_000004,n229548,2,20511394,prefix25,Cloudy,1.0,1.0,False,254.8155189724639,296.92976200021803,39.16839498560876,360710144,125.06647373083979,64,1,52.346899174153805,0.25403674226254225,0.25,0,True
mtgqa_000004,n229548,2,20511394,prefix45,Cloudy,1.0,1.0,False,455.15985204838216,494.19898504856974,38.868697942234576,629145600,243.8334709731862,64,1,91.36205085087568,0.4046305548399687,0.45,0,True
mtgqa_000004,n229548,3,20511525,recompute,Yes,1.0,1.0,False,619.2267179721966,638.5936719598249,19.2702830536291,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000004,n229548,3,20511525,fullload,Yes,1.0,1.0,False,808.5496639832854,828.6697730654851,19.98557010665536,1333788672,499.0664650686085,64,0,0.0,0.0,1.0,0,True
mtgqa_000004,n229548,3,20511525,prefix25,Yes,1.0,1.0,False,322.43947696406394,350.57936096563935,26.62221307400614,360710144,147.0504590542987,64,1,67.10895500145853,0.32535544596612453,0.25,0,True
mtgqa_000004,n229548,3,20511525,prefix45,Yes,1.0,1.0,False,404.2470679851249,424.0680739749223,19.649944035336375,629145600,211.9414097396657,64,1,83.523218636401,0.36973576061427593,0.45,0,True
mtgqa_000005,n229548,1,20511521,recompute,Yellow,0.0,0.0,False,617.8547260351479,655.9084800537676,37.96728199813515,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000005,n229548,1,20511521,fullload,Yellow,0.0,0.0,False,617.9573569679633,656.5525209298357,38.507657940499485,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000005,n229548,1,20511521,prefix25,Yellow,0.0,0.0,False,618.377155973576,656.509845983237,38.046936970204115,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000005,n229548,1,20511521,prefix45,Yellow,0.0,0.0,False,618.8256230670959,656.9241730030626,38.0145029630512,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000005,n229548,2,20511504,recompute,Metal,1.0,1.0,False,611.7462189868093,631.379968021065,19.541761022992432,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000005,n229548,2,20511504,fullload,Metal,1.0,1.0,False,737.770349951461,785.9298299299553,47.99150803592056,1333788672,449.35414602514356,64,0,0.0,0.0,1.0,0,True
mtgqa_000005,n229548,2,20511504,prefix25,Wood,0.0,0.0,False,304.2736140778288,324.2431250400841,19.801834947429597,360710144,144.65567679144442,64,1,63.30525362864137,0.3126910887658596,0.25,0,True
mtgqa_000005,n229548,2,20511504,prefix45,Metal,1.0,1.0,False,473.90801704023033,493.7041320372373,19.615277997218072,629145600,248.14387992955744,64,1,94.85785569995642,0.4164188867434859,0.45,0,True
mtgqa_000005,n229548,3,20511406,recompute,Helicopter,1.0,1.0,False,634.3197689857334,690.4110780451447,56.01065407972783,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000005,n229548,3,20511406,fullload,Helicopter,1.0,1.0,False,852.0959289744496,910.8960760058835,58.657401939854026,1333788672,543.1570120854303,64,0,0.0,0.0,1.0,0,True
mtgqa_000005,n229548,3,20511406,prefix25,Helicopter,1.0,1.0,False,270.5856979591772,328.3566900063306,57.59869399480522,360710144,130.3134080953896,64,1,55.22164574358612,0.2638490404933691,0.25,0,True
mtgqa_000005,n229548,3,20511406,prefix45,Helicopter,1.0,1.0,False,488.7855020351708,547.0263400347903,58.072682935744524,629145600,247.89425102062523,64,1,98.23145612608641,0.4212836502119899,0.45,0,True
mtgqa_000006,n229548,1,20511543,recompute,Yes,1.0,1.0,False,585.4526979383081,605.5262970039621,19.978119060397148,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000006,n229548,1,20511543,fullload,Yes,1.0,1.0,False,585.9520679805428,605.4266479332,19.38196097034961,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000006,n229548,1,20511543,prefix25,Yes,1.0,1.0,False,585.4568859795108,605.205051950179,19.661181955598295,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000006,n229548,1,20511543,prefix45,Yes,1.0,1.0,False,585.5975849553943,604.7418540110812,19.058623001910746,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000006,n229548,2,20511400,recompute,Yes,1.0,1.0,False,595.3532200073823,614.343588007614,18.914701999165118,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000006,n229548,2,20511400,fullload,Yes,1.0,1.0,False,806.0556791024283,826.0402260348201,19.85600299667567,1333788672,526.2421084335074,64,0,0.0,0.0,1.0,0,True
mtgqa_000006,n229548,2,20511400,prefix25,Yes,1.0,1.0,False,270.9289010381326,291.85981792397797,19.61881190072745,360710144,120.19403674639761,64,1,54.50645601376891,0.24138425942510366,0.25,0,True
mtgqa_000006,n229548,2,20511400,prefix45,Yes,1.0,1.0,False,490.51659903489053,510.5807409854606,19.89450096152723,629145600,255.01967582385987,64,1,97.88500308059156,0.4183957353234291,0.45,0,True
mtgqa_000006,n229548,3,20511405,recompute,Helicopter,1.0,1.0,False,600.9611668996513,657.9198659164831,56.866172002628446,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000006,n229548,3,20511405,fullload,Helicopter,1.0,1.0,False,759.076023939997,816.3045019609854,57.11383209563792,1333788672,485.8161418233067,64,0,0.0,0.0,1.0,0,True
mtgqa_000006,n229548,3,20511405,prefix25,Helicopter,1.0,1.0,False,279.6328740660101,341.8694380670786,62.046558945439756,360710144,129.5501581626013,64,1,54.53682958614081,0.2569837961345911,0.25,0,True
mtgqa_000006,n229548,3,20511405,prefix45,Helicopter,1.0,1.0,False,480.02067499328405,537.8041279036552,57.61573894415051,629145600,253.865534090437,64,1,97.60152618400753,0.4171888576820493,0.45,0,True
mtgqa_000007,n229548,1,20511409,recompute,Helicopter,1.0,1.0,False,585.359129938297,641.9487249804661,56.49970704689622,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000007,n229548,1,20511409,fullload,Helicopter,1.0,1.0,False,585.5214450275525,643.0663500213996,57.46020097285509,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000007,n229548,1,20511409,prefix25,Helicopter,1.0,1.0,False,586.2460089847445,643.0935129756108,56.752381031401455,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000007,n229548,1,20511409,prefix45,Helicopter,1.0,1.0,False,585.9528420260176,643.5473770834506,57.50764498952776,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000007,n229548,2,20511408,recompute,helicopter,1.0,1.0,False,620.2226480236277,676.1763660470024,55.87165895849466,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000007,n229548,2,20511408,fullload,helicopter,1.0,1.0,False,757.7244049170986,816.4347519632429,58.59574000351131,1333788672,459.80329148005694,64,0,0.0,0.0,1.0,0,True
mtgqa_000007,n229548,2,20511408,prefix25,Helicopter,1.0,1.0,False,299.1489440901205,358.37649600580335,57.573201949708164,360710144,143.96980858873576,64,1,61.51163880713284,0.2952642971649766,0.25,0,True
mtgqa_000007,n229548,2,20511408,prefix45,Helicopter,1.0,1.0,False,490.4045040020719,549.6628920082003,59.08748507499695,629145600,258.7361006299034,64,1,97.92251011822373,0.4194447537884116,0.45,0,True
mtgqa_000007,n229548,3,20511425,recompute,No,1.0,1.0,False,624.2896609473974,643.9335049362853,19.550097989849746,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000007,n229548,3,20511425,fullload,No,1.0,1.0,False,931.5278539434075,957.5825789943337,25.925860041752458,1333788672,586.6135522956029,64,0,0.0,0.0,1.0,0,True
mtgqa_000007,n229548,3,20511425,prefix25,No,1.0,1.0,False,238.27236599754542,259.1985350009054,20.749418064951897,360710144,116.61729961633682,64,1,47.51224583014846,0.22949697449803352,0.25,0,True
mtgqa_000007,n229548,3,20511425,prefix45,No,1.0,1.0,False,476.24282992910594,497.5313009927049,19.917968078516424,629145600,248.82860761135817,64,1,96.66025685146451,0.4117470234632492,0.45,0,True
mtgqa_000008,n229548,1,20511449,recompute,Helicopter,1.0,1.0,False,586.5495350444689,642.7164759952575,56.079047033563256,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,1,20511449,fullload,Helicopter,1.0,1.0,False,586.0807760618627,643.2735350681469,57.106131920591,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,1,20511449,prefix25,Helicopter,1.0,1.0,False,585.2509769611061,641.4095630170777,56.077408022247255,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,1,20511449,prefix45,Helicopter,1.0,1.0,False,585.8436659909785,641.8999520828947,55.98146899137646,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,2,20511447,recompute,Yes,1.0,1.0,False,611.6441340418532,631.5574620384723,19.81722190976143,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,2,20511447,fullload,Yes,1.0,1.0,False,842.7389059215784,882.3779289377853,39.48176698759198,1333788672,509.4984038732946,64,0,0.0,0.0,1.0,0,True
mtgqa_000008,n229548,2,20511447,prefix25,Yes,1.0,1.0,False,298.4494069823995,318.1133120087907,19.488043966703117,360710144,145.56975627783686,64,1,62.862213933840394,0.30613120179623365,0.25,0,True
mtgqa_000008,n229548,2,20511447,prefix45,Yes,1.0,1.0,False,456.7123579327017,482.452632044442,19.931751070544124,629145600,240.77268212568015,64,1,91.00571915041655,0.38715219125151634,0.45,0,True
mtgqa_000008,n229548,3,20511445,recompute,Ship,1.0,1.0,False,599.5685990201309,637.9144300008193,38.26248005498201,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000008,n229548,3,20511445,fullload,Ship,1.0,1.0,False,861.4058759994805,901.4302829746157,39.90935406181961,1333788672,545.8529213210568,64,0,0.0,0.0,1.0,0,True
mtgqa_000008,n229548,3,20511445,prefix25,Ship,1.0,1.0,False,307.8229349339381,348.23647793382406,37.98521205317229,360710144,143.8403206411749,64,1,65.46736974269152,0.3009920474141836,0.25,0,True
mtgqa_000008,n229548,3,20511445,prefix45,Ship,1.0,1.0,False,488.29393403138965,528.4087440231815,39.932757965289056,629145600,251.9532785518095,64,1,96.20409400667995,0.4031299613416195,0.45,0,True
mtgqa_000009,n229548,1,20511444,recompute,Boat,0.0,0.0,False,618.395238998346,656.1798820039257,37.70585102029145,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,1,20511444,fullload,Boat,0.0,0.0,False,617.5080569228157,655.6798719102517,38.08225702960044,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,1,20511444,prefix25,Boat,0.0,0.0,False,617.195188999176,655.9648320544511,38.655490963719785,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,1,20511444,prefix45,Boat,0.0,0.0,False,617.0479470165446,654.9802219960839,37.84908400848508,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,2,20511442,recompute,Helicopter,1.0,1.0,False,587.5562679721043,644.2790899891406,56.63733906112611,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,2,20511442,fullload,Helicopter,1.0,1.0,False,903.1869730679318,961.976359016262,58.6751940427348,1333788672,533.0073233926669,64,0,0.0,0.0,1.0,0,True
mtgqa_000009,n229548,2,20511442,prefix25,Helicopter,1.0,1.0,False,238.02646703552455,298.3081580605358,57.650535949505866,360710144,118.41287917923182,64,1,48.1482851319015,0.21084083709865808,0.25,0,True
mtgqa_000009,n229548,2,20511442,prefix45,Helicopter,1.0,1.0,False,462.3618869809434,521.6586840106174,59.10875601693988,629145600,240.99034874234349,64,1,92.07154554314911,0.37752825301140547,0.45,0,True
mtgqa_000009,n229548,3,20511462,recompute,Yes,1.0,1.0,False,615.0078069185838,634.6386729273945,19.53521405812353,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000009,n229548,3,20511462,fullload,Yes,1.0,1.0,False,856.4904879312962,895.3958759084344,38.76423498149961,1333788672,524.6274513192475,64,0,0.0,0.0,1.0,0,True
mtgqa_000009,n229548,3,20511462,prefix25,Yes,1.0,1.0,False,296.4693909743801,317.7113790297881,19.806124037131667,360710144,139.19518201146275,64,1,59.526456985622644,0.26247662026435137,0.25,0,True
mtgqa_000009,n229548,3,20511462,prefix45,Yes,1.0,1.0,False,481.37467994820327,501.4789259294048,19.90836497861892,629145600,253.0154399573803,64,1,95.46098718419671,0.3853186499327421,0.45,0,True
mtgqa_000010,n229548,1,20511573,recompute,Clouds,0.0,0.0,False,617.654641973786,655.622094986029,37.88579104002565,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,1,20511573,fullload,Clouds,0.0,0.0,False,625.1427240204066,662.5319529557601,37.30581293348223,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,1,20511573,prefix25,Clouds,0.0,0.0,False,617.702086106874,655.9104300104082,38.11651899013668,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,1,20511573,prefix45,Clouds,0.0,0.0,False,617.9287999402732,656.5326569834724,38.51687605492771,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,2,20511576,recompute,Mountains,1.0,1.0,False,625.8130710339174,645.5087279900908,19.596031983383,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,2,20511576,fullload,Mountains,1.0,1.0,False,933.909541927278,953.9856410119683,19.942301092669368,1333788672,611.0636332305148,64,0,0.0,0.0,1.0,0,True
mtgqa_000010,n229548,2,20511576,prefix25,Mountains,1.0,1.0,False,252.86092201713473,272.3103140015155,19.26997397094965,360710144,120.88452384341508,64,1,48.28350618481636,0.2092620125040412,0.25,0,True
mtgqa_000010,n229548,2,20511576,prefix45,Mountains,1.0,1.0,False,433.1802580272779,453.64483108278364,19.33672104496509,629145600,223.48942910321057,64,1,88.34007603581995,0.35762228071689606,0.45,0,True
mtgqa_000010,n229548,3,20511574,recompute,Ocean,1.0,1.0,False,627.574747079052,646.5393730904907,18.880074028857052,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000010,n229548,3,20511574,fullload,Ocean,1.0,1.0,False,800.1119380351156,820.4127229982987,20.165105001069605,1333788672,494.09627658315003,64,0,0.0,0.0,1.0,0,True
mtgqa_000010,n229548,3,20511574,prefix25,Ocean,1.0,1.0,False,298.5832589911297,318.0015500402078,19.24524607602507,360710144,145.89123043697327,64,1,63.07158095296472,0.2791034057736397,0.25,0,True
mtgqa_000010,n229548,3,20511574,prefix45,Ocean,1.0,1.0,False,468.9088179729879,488.6851030169055,19.598081009462476,629145600,247.48883093707263,64,1,94.04040407389402,0.3832094371318817,0.45,0,True
mtgqa_000011,n229548,1,20511516,recompute,No,1.0,1.0,False,618.000993039459,637.3064679792151,19.220953923650086,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000011,n229548,1,20511516,fullload,No,1.0,1.0,False,617.9359219968319,637.3448740923777,19.31687002070248,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000011,n229548,1,20511516,prefix25,No,1.0,1.0,False,617.8805580129847,637.4365850351751,19.457140006124973,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000011,n229548,1,20511516,prefix45,No,1.0,1.0,False,617.9298419738188,638.2803929736838,20.24819899816066,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000011,n229548,2,20511510,recompute,Helicopter,0.0,0.0,False,622.966093942523,679.8626249656081,56.80854001548141,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000011,n229548,2,20511510,fullload,Helicopter,0.0,0.0,False,802.682974957861,861.4909179741517,58.68530401494354,1333788672,481.3028135104105,64,0,0.0,0.0,1.0,0,True
mtgqa_000011,n229548,2,20511510,prefix25,Helicopter,0.0,0.0,False,307.05344397574663,366.58920301124454,56.69509002473205,360710144,144.33331368491054,64,1,71.6907512396574,0.28161494992673397,0.25,0,True
mtgqa_000011,n229548,2,20511510,prefix45,Helicopter,0.0,0.0,False,452.3095570039004,510.1408150512725,57.663806015625596,629145600,241.5764945326373,64,1,91.61837329156697,0.3651403822004795,0.45,0,True
mtgqa_000011,n229548,3,20511512,recompute,Ship,1.0,1.0,False,598.5664270119742,636.5677029825747,37.91502397507429,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000011,n229548,3,20511512,fullload,Ship,1.0,1.0,False,829.2638439452276,868.5235920129344,39.141027024015784,1333788672,525.7108396617696,64,0,0.0,0.0,1.0,0,True
mtgqa_000011,n229548,3,20511512,prefix25,Ship,1.0,1.0,False,237.71233996376395,284.82188005000353,41.300075012259185,360710144,116.50634102988988,64,1,47.831825679168105,0.1956680789589882,0.25,0,True
mtgqa_000011,n229548,3,20511512,prefix45,Ship,1.0,1.0,False,474.28236599080265,513.1400559330359,38.674485986121,629145600,252.2935966262594,64,1,97.24431298673153,0.388129148632288,0.45,0,True
mtgqa_000012,n181355,1,20667494,recompute,Table,0.0,0.0,False,554.1309729451314,573.8743708934635,19.647552981041372,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000012,n181355,1,20667494,fullload,Table,0.0,0.0,False,554.2996190488338,573.7351550487801,19.346110988408327,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000012,n181355,1,20667494,prefix25,Table,0.0,0.0,False,554.5136290602386,574.2563439998776,19.65224591549486,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000012,n181355,1,20667494,prefix45,Table,0.0,0.0,False,554.445444024168,573.8603640347719,19.31136497296393,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000012,n181355,2,20667492,recompute,coffee table,1.0,1.0,False,550.697477068752,588.9494710136205,38.16357895266265,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000012,n181355,2,20667492,fullload,coffee table,1.0,1.0,False,858.9340070029721,898.2308950508013,39.180733961984515,1226833920,527.46609703172,64,0,0.0,0.0,1.0,0,True
mtgqa_000012,n181355,2,20667492,prefix25,Coffee table,1.0,1.0,False,225.6751119857654,303.3047530334443,76.37381495442241,320864256,114.70698774792254,64,1,43.664667988196015,0.1776249846443534,0.24324324324324326,0,True
mtgqa_000012,n181355,2,20667492,prefix45,Coffee table,1.0,1.0,False,424.1767389466986,504.8941549612209,78.20221106521785,589299712,219.42120359744877,64,1,88.73187494464219,0.36319391801953316,0.4594594594594595,0,True
mtgqa_000012,n181355,3,20667493,recompute,Coffee table,1.0,1.0,False,555.1153830019757,629.4601610861719,74.25797008909285,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000012,n181355,3,20667493,fullload,Coffee table,1.0,1.0,False,892.723559984006,972.0611429074779,79.22340196091682,1226833920,558.7860045488924,64,0,0.0,0.0,1.0,0,True
mtgqa_000012,n181355,3,20667493,prefix25,Coffee table,1.0,1.0,False,285.354905994609,361.2841949798167,75.76407096348703,320864256,139.84484656248242,64,1,56.66691099759191,0.26409688871353865,0.24324324324324326,0,True
mtgqa_000012,n181355,3,20667493,prefix45,Coffee table,1.0,1.0,False,465.16700310166925,541.4968280820176,76.16381091065705,589299712,249.85955911688507,64,1,90.13962466269732,0.37642603274434805,0.4594594594594595,0,True
mtgqa_000013,n181355,1,20667405,recompute,Remote control,0.0,0.0,False,533.962824032642,590.1036580326036,56.06166203506291,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000013,n181355,1,20667405,fullload,Remote control,0.0,0.0,False,527.0823820028454,583.3371570333838,56.169647024944425,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000013,n181355,1,20667405,prefix25,Remote control,0.0,0.0,False,526.7007680376992,584.3584790127352,57.56793904583901,0,0.0,0,0,0.0,0.0,,1,False
mtgqa_000013,n181355,1,20667405,prefix45,Remote control,0.0,0.0,False,526.4438099693507,582.8576210187748,56.33229296654463,0,0.0,0,0,0.0,0.0,,1,False
