dataset,method_key,method,retention,retention_kind,image_id,question_id,question,prediction,ground_truth,correct,generated_tokens,selector_ms,ssd_read_ms,scatter_ms,prepare_ms,prefill_ms,ttft_ms,decode_ms,e2e_latency_ms,ssd_read_bytes,ssd_read_chunks,ssd_preads,chunk_io_ms,hook_ms,n_chunks_selected,n_chunks_total,touched_chunk_fraction,logical_kv_ratio,fallback_rate
gqa,fullload,FullLoad,1.0,full,n355567,201751873,How large is the wire net?,Large,"[""small""]",0.0,3,,474.87922973232344,,,765.7731719664298,772.327457962092,46.57640302320942,818.9038609853014,1124073472,2176,64,,702.0062980009243,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751873,How large is the wire net?,Large,"[""small""]",0.0,3,,0.0,,,456.4139790018089,456.43991202814505,37.879759969655424,494.31967199780047,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751873,How large is the wire net?,Large,"[""small""]",0.0,3,,462.10544469067827,,,836.109166033566,842.4847240094095,45.16520700417459,887.6499310135841,935591936,2780,138,,759.0577500523068,,,0.7775735294117647,0.2462686567164179,0.25
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751873,How large is the wire net?,Large,"[""small""]",0.0,3,14.628895092755556,239.91058091633022,49.54045813065022,341.0560879856348,35.4493580525741,376.55325001105666,39.18963496107608,415.74288497213274,281018368,512,273,270.8288099966012,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751873,How large is the wire net?,Large,"[""small""]",0.0,3,23.498180089518428,400.50122584216297,90.24840197525918,591.613311029505,65.1554330252111,656.8407370359637,38.75708399573341,695.5978210316971,578289664,1088,321,470.80126992659643,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,,449.10205400083214,,,854.994605993852,861.478543956764,19.621289044152945,881.099833000917,1124073472,2176,64,,794.6242120815441,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,,0.0,,,494.9273510137573,494.9516319902614,18.754314980469644,513.705946970731,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,,422.6646785973571,,,780.1884249784052,786.7555639822967,49.42103999201208,836.1766039743088,865337344,2642,134,,704.808090289589,,,0.7141544117647058,0.2462686567164179,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,12.190965644549578,237.20401478931308,43.6658252729103,323.9887310191989,36.59777500433847,360.6352920178324,19.403354031965137,380.03864604979753,281018368,512,273,262.3249311000109,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751760,What is the color of the lady that is about to hit the tennis ball?,White,"[""blond""]",0.0,2,24.1525323363021,400.7750467862934,90.01766494475305,593.4641159838066,41.68072598986328,635.2172289625742,19.173209031578153,654.3904379941523,578289664,1088,321,472.18799812253565,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,,498.4571668319404,,,778.6645370069891,785.0367790088058,37.010981992352754,822.0477610011585,1124073472,2176,64,,712.2409851290286,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,,0.0,,,475.2181650255807,475.24561401223764,18.983575981110334,494.229189993348,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,,417.0921686454676,,,706.5556470188312,713.3643929846585,28.656665002927184,742.0210579875857,943980544,2796,140,,652.8939210111275,,,0.7849264705882353,0.2462686567164179,0.25
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,12.954837060533464,238.58693602960557,46.0729279438965,330.5685649975203,50.542556040454656,381.17844302905723,19.546303956303746,400.724746985361,281018368,512,273,265.87422005832195,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751862,Is the tennis net rectangular and small?,No,"[""yes""]",0.0,2,18.081116082612425,383.4604349103756,80.03349811770022,547.5777509855106,35.68618500139564,583.311346010305,19.44225700572133,602.7536030160263,578289664,1088,321,442.7040050504729,0.0,17.0,34,0.5,0.4925373134328358,0.0
gqa,fullload,FullLoad,1.0,full,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,496.61552970064804,,,757.1622249670327,763.5135930031538,58.05053497897461,821.5641279821284,1124073472,2176,64,,700.9395419736393,,,1.0,0.2462686567164179,0.0
gqa,recompute,ReComp,,none,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,0.0,,,494.9418850010261,494.96958003146574,55.104101018514484,550.0736810499802,0,0,0,,,,,,,
gqa,sparsevlm,SparseVLM,0.25,token,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,,427.1263053524308,,,758.279923000373,764.7164820227772,65.30565995490178,830.022141977679,854851584,2622,152,,685.1441859034821,,,0.7049632352941176,0.2462686567164179,0.125
gqa,static_diverse_chunk@25,Static+Diverse,0.25,chunk,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,16.365036950446665,250.5377777852118,53.131642227526754,359.7761440323666,59.80857904069126,419.6475560311228,57.672908005770296,477.3204640368931,281018368,512,273,283.9810088626109,0.0,8.0,34,0.23529411764705882,0.23880597014925373,0.0
gqa,static_diverse_chunk@50,Static+Diverse,0.5,chunk,n355567,201751594,What is the lady that is not antique playing with?,Racket,"[""tennis ball""]",0.0,4,23.487623955588788,412.9964832100086,88.99013901827857,604.3858070042916,52.0214390126057,656.4789949916303,56.819392018951476,713.2983870105818,578289664,1088,321,484.86411885824054,0.0,17.0,34,0.5,0.4925373134328358,0.0
